adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
late,8,temporal,0.422307692307692,input,-0.067322732073280378,0.89197530864197527,0.045610444513279259,0.11293317658655964,"[0.9444444444444444, 0.21356601909779388, 0.33605531774777742]",2,"late early ,late last ,late last ,late next ,late last ,late last ,late last ,late last ,","late last ,late last ,"
black,38,color,0.269,lexical,0.0076957174085779591,2.631036993926176e-09,0.010522537570013228,0.0028268201614352691,"[0.3974358974358974, 0.11021487603305785, 0.13970247933884297]",2,"gorgeous black ,old black ,little black ,big black ,big black ,good black ,young black ,black shiny ,black good ,small black ,strange black ,young black ,thick black ,little black ,black little ,big black ,big black ,little black ,big black ,big black ,black tiny ,big black ,black fluffy ,black top ,white black ,big black ,stupid black ,teenage black ,small black ,black red ,black wooden ,black wooden ,black short ,black plastic ,black wooden ,black plastic ,black wooden ,black wooden ,","big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,little black ,big black ,big black ,big black ,good black ,big black ,big black ,big black ,big black ,little black ,big black ,little black ,little black ,little black ,little black ,pretty black ,little black ,"
pretty,13,value,0.863333333333333,sub,-0.16462487687979727,0.048347436878631758,0.025515456586468994,0.19014033346626627,"[0.8928571428571429, 0.87901153212520589, 0.93851729818780893]",2,"pretty heavy ,pretty full ,nice pretty ,pretty little ,pretty little ,pretty little ,pretty little ,pretty big ,pretty hard ,pretty soft ,pretty new ,pretty long ,pretty rotten ,","pretty heavy ,pretty good ,gentle pretty ,pretty short ,pretty long ,pretty loud ,gentle pretty ,pretty wild ,pretty silly ,pretty wild ,pretty neat ,pretty silly ,pretty good ,pretty hard ,pretty big ,pretty big ,pretty hard ,pretty good ,pretty long ,pretty good ,pretty little ,pretty new ,pretty good ,pretty good ,pretty little ,pretty blue ,pretty little ,pretty huge ,pretty little ,pretty little ,pretty little ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,nice pretty ,nice pretty ,pretty good ,pretty wild ,pretty big ,pretty nice ,pretty nice ,pretty big ,pretty good ,pretty small ,pretty good ,pretty little ,pretty good ,pretty good ,pretty neat ,pretty quick ,pretty good ,pretty good ,pretty good ,pretty hard ,pretty hard ,pretty blue ,pretty big ,pretty fun ,pretty fun ,pretty new ,pretty black ,pretty big ,pretty blue ,pretty big ,pretty big ,pretty big ,pretty long ,pretty big ,pretty big ,"
weensie,N/A,dimension,0.763125,N/A,0.0,0.125,0.125,0.125,not in input,2,,"eensie weensie ,eensie weensie ,eensie weensie ,"
orange,1,color,0.301538461538462,lexical,0.12956029341388622,5.9604644775390625e-08,0.24004600729905831,0.11048571388517209,"[0.75, 0.1121126389894072, 0.16770840186854399]",2,"orange smooth ,","big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,brown orange ,big orange ,"
wool,N/A,material,0.287,N/A,0.0,0.0009765625,0.0009765625,0.0009765625,not in input,2,,"warm wool ,warm wool ,warm wool ,warm wool ,warm wool ,warm wool ,warm wool ,warm wool ,big wool ,little wool ,"
smart,17,human,0.596666666666667,input,-0.022341032836481683,0.30232464009532839,2.7260147254521751e-05,0.022368292983736205,"[0.8611111111111112, 0.26880727896090195, 0.62187644227599392]",2,"smart little ,dead smart ,nice smart ,smart new ,smart wooden ,smart new ,smart new ,smart new ,smart new ,smart new ,smart new ,smart green ,smart new ,smart new ,smart new ,smart new ,smart blue ,","smart black ,smart black ,smart black ,smart little ,smart new ,smart new ,smart new ,smart little ,"
brown,184,color,0.29875,input,0.0094920146494143921,0.090541535010471422,0.0096046774676815608,0.0001126628182671693,"[0.013513513513513514, 0.10254163014899212, 0.15950920245398773]",2,"thick brown ,strong brown ,little brown ,light brown ,light brown ,wide brown ,nice brown ,old brown ,big brown ,big brown ,pale brown ,big brown ,dirty brown ,little brown ,old brown ,little brown ,little brown ,dark brown ,dark brown ,dark brown ,dark brown ,dark brown ,short brown ,dark brown ,dry brown ,brown wooden ,long brown ,dark brown ,plain brown ,soft brown ,golden brown ,big brown ,beautiful brown ,old brown ,sharp brown ,small brown ,little brown ,old brown ,soft brown ,dark brown ,dark brown ,long brown ,bright brown ,thick brown ,dark brown ,dirty brown ,huge brown ,big brown ,small brown ,large brown ,shiny brown ,long brown ,large brown ,thin brown ,soft brown ,dark brown ,dark brown ,full brown ,full brown ,hot brown ,beautiful brown ,poor brown ,hard brown ,soft brown ,dark brown ,wild brown ,soft brown ,big brown ,huge brown ,large brown ,long brown ,long brown ,short brown ,plain brown ,plain brown ,dark brown ,big brown ,big brown ,pale brown ,pale brown ,dark brown ,pale brown ,wide brown ,dark brown ,dark brown ,large brown ,soft brown ,flat brown ,thick brown ,yellow brown ,shiny brown ,large brown ,old brown ,dark brown ,thick brown ,light brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,good brown ,thick brown ,dark brown ,long brown ,awful brown ,old brown ,big brown ,big brown ,dark brown ,dark brown ,large brown ,little brown ,small brown ,large brown ,dry brown ,dark brown ,large brown ,perfect brown ,thick brown ,dark brown ,short brown ,wide brown ,wild brown ,plain brown ,small brown ,short brown ,open brown ,brown soft ,dark brown ,large brown ,fresh brown ,neat brown ,small brown ,soft brown ,thick brown ,dark brown ,first brown ,last brown ,horrid brown ,big brown ,wild brown ,pale brown ,pale brown ,dark brown ,dark brown ,dark brown ,dark brown ,large brown ,little brown ,little brown ,large brown ,rough brown ,heavy brown ,small brown ,long brown ,dirty brown ,plain brown ,warm brown ,dark brown ,nice brown ,big brown ,wild brown ,dark brown ,dark brown ,little brown ,horrid brown ,long brown ,pale brown ,large brown ,dark brown ,dark brown ,long brown ,young brown ,great brown ,thick brown ,hot brown ,strong brown ,soft brown ,","big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,little brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,little brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,little brown ,big brown ,brown orange ,brown grey ,brown grey ,big brown ,big brown ,little brown ,little brown ,little brown ,little brown ,little brown ,"
good,350,value,0.78125,input,-3.2758857235871584e-11,1.0712955726281259e-05,2.8326207788476036e-13,3.3042119313756345e-11,"[0.7857142857142857, 0.89662781877111919, 0.87587062961175088]",2,"good young ,good old ,good fun ,old good ,good old ,good red ,good rotten ,good early ,good old ,good strong ,good old ,good mexican ,good old ,good mexican ,good short ,good special ,good little ,first good ,good first ,jolly good ,good high ,good good ,good good ,good old ,good long ,jolly good ,good last ,good healthy ,good dry ,good rough ,good clean ,good bad ,jolly good ,good black ,jolly good ,good clever ,good regular ,good old ,good old ,good old ,jolly good ,good hard ,good hard ,good young ,good nice ,good old ,good little ,good early ,black good ,speedy good ,good good ,good good ,good brave ,good old ,good old ,jolly good ,good second ,jolly good ,good short ,good old ,good strong ,jolly good ,good long ,good old ,good old ,good old ,good new ,okay good ,jolly good ,good old ,good old ,good old ,good mean ,jolly good ,good old ,jolly good ,good hot ,jolly good ,good old ,jolly good ,right good ,right good ,good heavy ,good last ,good next ,side good ,good last ,good old ,good old ,good long ,good hard ,good good ,good last ,jolly good ,good second ,good long ,good long ,good old ,good old ,good old ,good little ,good old ,good little ,jolly good ,good short ,good strong ,good old ,good big ,good big ,good old ,good old ,good long ,good nice ,good last ,good old ,good hot ,good big ,good last ,good old ,good first ,good old ,good old ,good hot ,good little ,good little ,nice good ,good little ,good big ,good old ,good old ,good top ,good old ,good old ,good old ,good old ,good old ,good old ,jolly good ,good high ,good high ,good old ,good old ,good old ,good good ,jolly good ,good old ,good new ,good little ,good long ,good first ,good old ,good old ,jolly good ,good old ,good old ,good new ,jolly good ,good good ,good clean ,good good ,good clean ,good old ,good old ,good old ,good old ,jolly good ,jolly good ,gentle good ,good first ,jolly good ,good old ,good old ,jolly good ,good clear ,good young ,good old ,good old ,jolly good ,good old ,good old ,good old ,jolly good ,good old ,good long ,good red ,next good ,gracious good ,good old ,good old ,good old ,jolly good ,good small ,past good ,great good ,back good ,high good ,last good ,good old ,good old ,good old ,good old ,good long ,good old ,good old ,jolly good ,good long ,good old ,little good ,little good ,good old ,good old ,little good ,good hard ,good old ,good fresh ,sweet good ,good old ,good fresh ,good old ,good old ,good green ,good old ,great good ,high good ,good old ,good old ,good long ,good old ,good long ,good old ,good old ,jolly good ,good old ,good old ,good new ,jolly good ,good old ,good old ,good old ,great good ,good old ,good long ,good hard ,good new ,good new ,good new ,good old ,good short ,good green ,jolly good ,good brown ,good old ,good old ,good old ,good old ,good old ,good old ,good smooth ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,last good ,good old ,good old ,good old ,jolly good ,good old ,good old ,good old ,good small ,loud good ,good old ,quick good ,good old ,good new ,good new ,good hard ,jolly good ,good long ,good old ,good old ,good green ,big good ,good long ,good old ,good old ,good long ,good old ,good old ,good old ,good old ,good old ,jolly good ,good old ,jolly good ,great good ,good old ,good short ,jolly good ,good old ,good old ,perfect good ,good new ,jolly good ,jolly good ,good old ,good old ,good old ,good old ,good big ,good old ,jolly good ,good old ,good old ,good old ,good old ,brilliant good ,delicate good ,good old ,good long ,good old ,high good ,good old ,good old ,good old ,good hard ,good smooth ,good old ,good old ,good old ,good long ,good old ,jolly good ,good new ,good old ,jolly good ,","good big ,pretty good ,good little ,good little ,good just ,jolly good ,good old ,good old ,good long ,good long ,good long ,jolly good ,jolly good ,good old ,jolly good ,jolly good ,jolly good ,good long ,mean good ,jolly good ,good old ,good big ,good big ,good long ,jolly good ,good big ,good big ,pretty good ,good little ,good little ,good wee ,pretty good ,good wee ,good wee ,good wee ,good wee ,pretty good ,good fresh ,good black ,pretty good ,pretty good ,good fresh ,good little ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good old ,good old ,good old ,good old ,good old ,good old ,first good ,good little ,good little ,good last ,pretty good ,pretty good ,good okay ,pretty good ,pretty good ,pretty good ,good little ,pretty good ,pretty good ,pretty good ,"
waterproof,N/A,physical,0.192307692307692,N/A,0.0,0.25,0.25,0.25,not in input,2,,"light waterproof ,light waterproof ,"
big,496,dimension,0.691666666666667,sub,-0.026396056778487137,1.3516423971707128e-57,2.897300891047362e-07,0.026396346508576241,"[0.40143737166324434, 0.65141811527904847, 0.76979379266661974]",2,"big fat ,great big ,big bad ,big tall ,big old ,big long ,big old ,big long ,big bad ,big bad ,great big ,great big ,great big ,big full ,big front ,great big ,great big ,great big ,big green ,big green ,last big ,great big ,big green ,big blue ,big huge ,new big ,big green ,great big ,last big ,great big ,great big ,great big ,big white ,great big ,big cold ,big big ,great big ,great big ,great big ,great big ,great big ,big american ,big black ,big black ,big old ,great big ,big heavy ,big white ,big white ,great big ,big red ,big long ,big big ,great big ,big old ,big old ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big healthy ,great big ,great big ,big long ,big long ,great big ,big red ,new big ,nice big ,great big ,great big ,great big ,big heavy ,big bad ,great big ,second big ,big open ,big big ,huge big ,big big ,big big ,big back ,big new ,great big ,great big ,big open ,great big ,big third ,big thick ,great big ,big top ,big red ,big white ,big wooden ,big brown ,big bright ,nice big ,great big ,great big ,small big ,big heavy ,next big ,great big ,great big ,great big ,big heavy ,big wooden ,big big ,big wide ,great big ,great big ,big thick ,great big ,big happy ,nice big ,big fat ,great big ,big new ,big brown ,big back ,great big ,great big ,big heavy ,great big ,big red ,big thick ,great big ,nice big ,great big ,great big ,great big ,big yellow ,big old ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big wide ,big cold ,big cold ,big central ,great big ,great big ,nice big ,great big ,big long ,great big ,great big ,nice big ,great big ,beautiful big ,great big ,great big ,big black ,great big ,big black ,little big ,great big ,great big ,great big ,great big ,great big ,big brown ,great big ,nice big ,little big ,big big ,big big ,big old ,great big ,great big ,great big ,big white ,big old ,big happy ,huge big ,great big ,great big ,great big ,big huge ,big green ,big new ,shiny big ,big gigantic ,new big ,big fat ,great big ,big thick ,nice big ,great big ,great big ,great big ,big posh ,big fat ,great big ,great big ,big golden ,great big ,great big ,good big ,good big ,great big ,big new ,nice big ,great big ,big large ,big long ,big black ,big blue ,great big ,big black ,big white ,huge big ,good big ,big old ,nice big ,great big ,great big ,great big ,big open ,great big ,great big ,great big ,big thick ,big white ,big new ,great big ,great big ,big fat ,big old ,great big ,great big ,big posh ,big big ,great big ,great big ,great big ,nice big ,big purple ,great big ,great big ,nice big ,great big ,great big ,nice big ,great big ,good big ,great big ,great big ,big old ,big fat ,big red ,big wide ,great big ,great big ,great big ,great big ,great big ,big black ,nice big ,nice big ,great big ,great big ,nice big ,big fat ,big large ,big heavy ,big long ,nice big ,big big ,next big ,great big ,great big ,great big ,big heavy ,nice big ,nice big ,beautiful big ,great big ,big fat ,pretty big ,big golden ,big black ,big green ,big fat ,big long ,great big ,great big ,big dirty ,big long ,great big ,big huge ,great big ,great big ,nice big ,big fat ,first big ,third big ,great big ,great big ,big new ,great big ,great big ,great big ,next big ,great big ,great big ,great big ,second big ,great big ,great big ,great big ,great big ,big old ,big white ,first big ,last big ,first big ,big blue ,big old ,last big ,big bad ,next big ,big brown ,big new ,first big ,first big ,big new ,next big ,big old ,horrible big ,big bad ,big bad ,big old ,odd big ,odd big ,odd big ,great big ,big old ,big blue ,first big ,next big ,second big ,first big ,first big ,first big ,last big ,third big ,first big ,big new ,great big ,big old ,big brown ,big wooden ,big yellow ,nice big ,nice big ,nice big ,first big ,big wooden ,big brown ,big soft ,big soft ,big soft ,first big ,big bad ,new big ,great big ,last big ,last big ,big blue ,last big ,first big ,big new ,little big ,next big ,first big ,big brown ,big brown ,great big ,last big ,great big ,new big ,big red ,great big ,big brown ,big new ,great big ,first big ,big brown ,nice big ,nice big ,great big ,next big ,big old ,big old ,big red ,next big ,next big ,next big ,first big ,next big ,last big ,first big ,big new ,last big ,live big ,new big ,big green ,first big ,big good ,great big ,big wooden ,big wooden ,big yellow ,big bad ,new big ,great big ,big wooden ,first big ,first big ,big blue ,live big ,nice big ,first big ,big brown ,first big ,new big ,big old ,great big ,big bad ,first big ,first big ,big plastic ,nice big ,last big ,good big ,big blue ,old big ,mean big ,big brown ,next big ,first big ,first big ,first big ,next big ,first big ,big soft ,first big ,great big ,big wooden ,big yellow ,big yellow ,big green ,big bad ,big soft ,next big ,big bad ,great big ,big red ,big blue ,great big ,great big ,great big ,big old ,great big ,old big ,first big ,great big ,great big ,great big ,great big ,great big ,first big ,big bad ,","good big ,nice big ,nice big ,big sad ,big sad ,big sad ,big long ,big french ,big heavy ,great big ,great big ,big comfy ,big comfy ,big comfy ,big comfy ,great big ,big comfy ,nice big ,big strong ,great big ,great big ,big brown ,big brown ,big strong ,big blue ,big blue ,beautiful big ,nice big ,nice big ,big strong ,big brown ,beautiful big ,beautiful big ,big brown ,big fluffy ,big fluffy ,big fluffy ,big black ,big black ,beautiful big ,big brown ,big brown ,big orange ,big blue ,big blue ,big french ,big strong ,beautiful big ,nice big ,great big ,big strong ,big strong ,big white ,big white ,beautiful big ,nice big ,big strong ,big orange ,big blue ,big blue ,big blue ,big orange ,big fluffy ,big strong ,big strong ,big strong ,nice big ,nice big ,nice big ,big strong ,big blue ,big orange ,big brown ,big brown ,big strong ,big strong ,big strong ,nice big ,big black ,big brown ,big brown ,big brown ,great big ,big round ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big round ,big brown ,big strong ,big black ,big brown ,big brown ,beautiful big ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big strong ,big strong ,big black ,big strong ,big strong ,big strong ,big green ,big brown ,big brown ,big strong ,big blue ,big blue ,big blue ,big strong ,beautiful big ,big fluffy ,big red ,big blue ,beautiful big ,big blue ,big orange ,big white ,big blue ,nice big ,big black ,beautiful big ,nice big ,nice big ,big blue ,big strong ,big brown ,big brown ,big brown ,nice big ,nice big ,big black ,big blue ,big fluffy ,big brown ,big strong ,big black ,beautiful big ,big strong ,big strong ,big strong ,big strong ,big strong ,big strong ,big white ,big brown ,big brown ,big yellow ,big round ,big blue ,big black ,beautiful big ,big strong ,big last ,big last ,beautiful big ,big french ,big fluffy ,big brown ,nice big ,big strong ,big fluffy ,big black ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big brown ,big brown ,big brown ,big strong ,big brown ,big brown ,big white ,big strong ,nice big ,big fluffy ,big french ,big french ,big black ,big red ,nice big ,big fluffy ,beautiful big ,nice big ,big black ,beautiful big ,big round ,big brown ,big brown ,big strong ,big black ,big black ,big fluffy ,big fluffy ,nice big ,nice big ,big tall ,big wool ,big fluffy ,beautiful big ,big black ,big red ,big strong ,big blue ,big round ,big white ,big fluffy ,big brown ,nice big ,big blue ,big strong ,big yellow ,beautiful big ,big green ,nice big ,big strong ,big white ,big strong ,nice big ,good big ,big brown ,good big ,big brown ,big brown ,big old ,big brown ,big orange ,big blue ,big blue ,beautiful big ,big strong ,big strong ,nice big ,big brown ,big brown ,big brown ,big brown ,big huge ,great big ,big grey ,big orange ,big gold ,big gold ,big strong ,big strong ,big orange ,big strong ,big red ,big black ,big yellow ,big red ,big black ,big huge ,big brown ,big yellow ,big green ,big brown ,beautiful big ,big black ,big white ,big black ,big green ,big huge ,big orange ,big orange ,big french ,big bad ,big bad ,big bad ,big bad ,big fluffy ,big strong ,big blue ,big brown ,good big ,big brown ,big brown ,big brown ,big brown ,nice big ,big brown ,big brown ,big brown ,big yellow ,good big ,big fat ,great big ,nice big ,big long ,big steep ,big long ,great big ,big tall ,big long ,big tall ,big long ,big long ,big long ,big loud ,pretty big ,pretty big ,big red ,great big ,great big ,great big ,big brown ,big brown ,big red ,big long ,big black ,big long ,big long ,nice big ,big black ,big black ,big brown ,big long ,big bad ,big bad ,big bad ,great big ,big old ,big new ,big old ,big bad ,big bad ,big bad ,big old ,big old ,big old ,great big ,big old ,big red ,big red ,nice big ,big bad ,big long ,big round ,big round ,great big ,great big ,great big ,great big ,great big ,nice big ,nice big ,big old ,great big ,great big ,big fat ,big fat ,big fierce ,big fierce ,nice big ,big fat ,great big ,nice big ,big bad ,big bad ,big red ,big red ,big red ,big long ,big long ,big fat ,big long ,big fat ,big fat ,big fat ,big fat ,big fat ,great big ,big bad ,big bad ,big red ,great big ,big fat ,big long ,big long ,big fat ,big long ,big smiley ,mean big ,big fat ,big black ,big black ,big black ,big long ,big fat ,big long ,big long ,big long ,big long ,great big ,big red ,big red ,big red ,big red ,great big ,great big ,great big ,great big ,big red ,nice big ,big fat ,big long ,big long ,big fat ,nice big ,great big ,great big ,big fat ,big grey ,great big ,big black ,big long ,big heavy ,big tall ,big heavy ,big heavy ,big heavy ,big heavy ,pretty big ,great big ,pretty big ,big red ,great big ,great big ,great big ,big bad ,big bad ,big bad ,big bad ,big brown ,big brown ,big fat ,big fat ,big bad ,big bad ,new big ,big hard ,great big ,big black ,big round ,great big ,big blue ,big white ,big red ,big red ,big red ,great big ,great big ,pretty big ,beautiful big ,big tall ,big long ,big nasty ,big red ,great big ,great big ,great big ,great big ,pretty big ,big nasty ,pretty big ,pretty big ,great big ,pretty big ,great big ,great big ,big nasty ,big yellow ,pretty big ,great big ,big soft ,big rough ,big red ,pretty big ,big old ,big orange ,awful big ,big red ,big yellow ,"
horrible,11,value,0.64,sub,-0.073427262380015734,0.3513591967761765,0.32885012177294132,0.40227738415295705,"[0.8636363636363636, 0.87891165425917384, 0.67962316358126362]",2,"horrible little ,horrible horrible ,dirty horrible ,horrible back ,horrible little ,horrible big ,horrible old ,horrible old ,horrible long ,horrible old ,","horrible little ,horrible little ,horrible little ,dirty horrible ,"
