adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,p2exp_d,age,input strings,output strings
black,38,color,0.269,lexical,0.035865591626192905,0.027586228471712673,0.37712411852611805,0.34125852689992514,"[0.3974358974358974, 0.11021487603305785, 0.13970247933884297]",2,"gorgeous black ,old black ,little black ,big black ,big black ,good black ,young black ,black shiny ,black good ,small black ,strange black ,young black ,thick black ,little black ,black little ,big black ,big black ,little black ,big black ,big black ,black tiny ,big black ,black fluffy ,black top ,white black ,big black ,stupid black ,teenage black ,small black ,black red ,black wooden ,black wooden ,black short ,black plastic ,black wooden ,black plastic ,black wooden ,black wooden ,","little black ,little black ,small black ,beautiful black ,little black ,little black ,little black ,little black ,bright black ,little black ,black little ,"
innocent,2,human,0.598461538461538,lexical,0.39081615268256265,0.027777777777777766,0.53397558330772776,0.14315943062516512,"[0.8333333333333334, 0.26926367046127525, 0.62163584918075931]",2,"innocent little ,innocent wooden ,","little innocent ,little innocent ,"
nifty,N/A,value,0.621538461538461,N/A,0.0,0.5,0.5,0.5,not in input,2,,"nifty little ,"
orange,1,color,0.301538461538462,sub,-0.053988885556212118,0.0146484375,0.34838229464109755,0.40237118019730966,"[0.75, 0.1121126389894072, 0.16770840186854399]",2,"orange smooth ,","brown orange ,little orange ,little orange ,orange light ,big orange ,"
sorry,5,human,0.68,sub,-0.45704693568560328,0.69999999999999996,0.26917253637021921,0.72621947205582249,"[0.7, 0.26917253637021921, 0.72621947205582249]",2,"sorry first ,poor sorry ,sorry high ,sorry sorry ,","sorry little ,"
wool,N/A,material,0.287,N/A,0.0,0.25,0.25,0.25,not in input,2,,"warm wool ,warm wool ,"
smart,17,human,0.596666666666667,lexical,0.073394925700087377,0.019866478740114126,0.28247344562786059,0.20907851992777321,"[0.8611111111111112, 0.26880727896090195, 0.62187644227599392]",2,"smart little ,dead smart ,nice smart ,smart new ,smart wooden ,smart new ,smart new ,smart new ,smart new ,smart new ,smart new ,smart green ,smart new ,smart new ,smart new ,smart new ,smart blue ,","nice smart ,nice smart ,nice smart ,smart little ,smart little ,"
brown,184,color,0.29875,input,0.06587143404640057,0.30637340151279319,0.077199978853139631,0.011328544806739062,"[0.013513513513513514, 0.10254163014899212, 0.15950920245398773]",2,"thick brown ,strong brown ,little brown ,light brown ,light brown ,wide brown ,nice brown ,old brown ,big brown ,big brown ,pale brown ,big brown ,dirty brown ,little brown ,old brown ,little brown ,little brown ,dark brown ,dark brown ,dark brown ,dark brown ,dark brown ,short brown ,dark brown ,dry brown ,brown wooden ,long brown ,dark brown ,plain brown ,soft brown ,golden brown ,big brown ,beautiful brown ,old brown ,sharp brown ,small brown ,little brown ,old brown ,soft brown ,dark brown ,dark brown ,long brown ,bright brown ,thick brown ,dark brown ,dirty brown ,huge brown ,big brown ,small brown ,large brown ,shiny brown ,long brown ,large brown ,thin brown ,soft brown ,dark brown ,dark brown ,full brown ,full brown ,hot brown ,beautiful brown ,poor brown ,hard brown ,soft brown ,dark brown ,wild brown ,soft brown ,big brown ,huge brown ,large brown ,long brown ,long brown ,short brown ,plain brown ,plain brown ,dark brown ,big brown ,big brown ,pale brown ,pale brown ,dark brown ,pale brown ,wide brown ,dark brown ,dark brown ,large brown ,soft brown ,flat brown ,thick brown ,yellow brown ,shiny brown ,large brown ,old brown ,dark brown ,thick brown ,light brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,wild brown ,good brown ,thick brown ,dark brown ,long brown ,awful brown ,old brown ,big brown ,big brown ,dark brown ,dark brown ,large brown ,little brown ,small brown ,large brown ,dry brown ,dark brown ,large brown ,perfect brown ,thick brown ,dark brown ,short brown ,wide brown ,wild brown ,plain brown ,small brown ,short brown ,open brown ,brown soft ,dark brown ,large brown ,fresh brown ,neat brown ,small brown ,soft brown ,thick brown ,dark brown ,first brown ,last brown ,horrid brown ,big brown ,wild brown ,pale brown ,pale brown ,dark brown ,dark brown ,dark brown ,dark brown ,large brown ,little brown ,little brown ,large brown ,rough brown ,heavy brown ,small brown ,long brown ,dirty brown ,plain brown ,warm brown ,dark brown ,nice brown ,big brown ,wild brown ,dark brown ,dark brown ,little brown ,horrid brown ,long brown ,pale brown ,large brown ,dark brown ,dark brown ,long brown ,young brown ,great brown ,thick brown ,hot brown ,strong brown ,soft brown ,","brown orange ,big brown ,big brown ,big brown ,big brown ,big brown ,little brown ,little brown ,little brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,big brown ,dark brown ,pretty brown ,small brown ,nice brown ,"
good,350,value,0.78125,input,-1.9776839023184029e-13,7.123090193563882e-07,7.3121072932766279e-16,1.9849960096116795e-13,"[0.7857142857142857, 0.89662781877111919, 0.87587062961175088]",2,"good young ,good old ,good fun ,old good ,good old ,good red ,good rotten ,good early ,good old ,good strong ,good old ,good mexican ,good old ,good mexican ,good short ,good special ,good little ,first good ,good first ,jolly good ,good high ,good good ,good good ,good old ,good long ,jolly good ,good last ,good healthy ,good dry ,good rough ,good clean ,good bad ,jolly good ,good black ,jolly good ,good clever ,good regular ,good old ,good old ,good old ,jolly good ,good hard ,good hard ,good young ,good nice ,good old ,good little ,good early ,black good ,speedy good ,good good ,good good ,good brave ,good old ,good old ,jolly good ,good second ,jolly good ,good short ,good old ,good strong ,jolly good ,good long ,good old ,good old ,good old ,good new ,okay good ,jolly good ,good old ,good old ,good old ,good mean ,jolly good ,good old ,jolly good ,good hot ,jolly good ,good old ,jolly good ,right good ,right good ,good heavy ,good last ,good next ,side good ,good last ,good old ,good old ,good long ,good hard ,good good ,good last ,jolly good ,good second ,good long ,good long ,good old ,good old ,good old ,good little ,good old ,good little ,jolly good ,good short ,good strong ,good old ,good big ,good big ,good old ,good old ,good long ,good nice ,good last ,good old ,good hot ,good big ,good last ,good old ,good first ,good old ,good old ,good hot ,good little ,good little ,nice good ,good little ,good big ,good old ,good old ,good top ,good old ,good old ,good old ,good old ,good old ,good old ,jolly good ,good high ,good high ,good old ,good old ,good old ,good good ,jolly good ,good old ,good new ,good little ,good long ,good first ,good old ,good old ,jolly good ,good old ,good old ,good new ,jolly good ,good good ,good clean ,good good ,good clean ,good old ,good old ,good old ,good old ,jolly good ,jolly good ,gentle good ,good first ,jolly good ,good old ,good old ,jolly good ,good clear ,good young ,good old ,good old ,jolly good ,good old ,good old ,good old ,jolly good ,good old ,good long ,good red ,next good ,gracious good ,good old ,good old ,good old ,jolly good ,good small ,past good ,great good ,back good ,high good ,last good ,good old ,good old ,good old ,good old ,good long ,good old ,good old ,jolly good ,good long ,good old ,little good ,little good ,good old ,good old ,little good ,good hard ,good old ,good fresh ,sweet good ,good old ,good fresh ,good old ,good old ,good green ,good old ,great good ,high good ,good old ,good old ,good long ,good old ,good long ,good old ,good old ,jolly good ,good old ,good old ,good new ,jolly good ,good old ,good old ,good old ,great good ,good old ,good long ,good hard ,good new ,good new ,good new ,good old ,good short ,good green ,jolly good ,good brown ,good old ,good old ,good old ,good old ,good old ,good old ,good smooth ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,good old ,last good ,good old ,good old ,good old ,jolly good ,good old ,good old ,good old ,good small ,loud good ,good old ,quick good ,good old ,good new ,good new ,good hard ,jolly good ,good long ,good old ,good old ,good green ,big good ,good long ,good old ,good old ,good long ,good old ,good old ,good old ,good old ,good old ,jolly good ,good old ,jolly good ,great good ,good old ,good short ,jolly good ,good old ,good old ,perfect good ,good new ,jolly good ,jolly good ,good old ,good old ,good old ,good old ,good big ,good old ,jolly good ,good old ,good old ,good old ,good old ,brilliant good ,delicate good ,good old ,good long ,good old ,high good ,good old ,good old ,good old ,good hard ,good smooth ,good old ,good old ,good old ,good long ,good old ,jolly good ,good new ,good old ,jolly good ,","good last ,good little ,good little ,good little ,good little ,pretty good ,pretty good ,pretty good ,good little ,pretty good ,pretty good ,pretty good ,good little ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,pretty good ,good english ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,good little ,good little ,good little ,pretty good ,pretty good ,good little ,good little ,pretty good ,little good ,good last ,pretty good ,perfect good ,good green ,pretty good ,pretty good ,pretty good ,pretty good ,pretty good ,good little ,good little ,pretty good ,pretty good ,pretty good ,good big ,good big ,good wicked ,good wicked ,good big ,pretty good ,good little ,good big ,good little ,good wicked ,good wicked ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good little ,good big ,good big ,pretty good ,pretty good ,pretty good ,good french ,good big ,"
tubby,1,dimension,0.6325,lexical,0.034410158563063287,0.25,0.35844463451542863,0.32403447595236534,"[0.75, 0.64155536548457137, 0.67596552404763466]",2,"tubby little ,","pink tubby ,"
big,496,dimension,0.691666666666667,lexical,0.0014598703627150408,4.3207755607702919e-07,0.0014598703699276784,7.212637532877119e-12,"[0.40143737166324434, 0.65141811527904847, 0.76979379266661974]",2,"big fat ,great big ,big bad ,big tall ,big old ,big long ,big old ,big long ,big bad ,big bad ,great big ,great big ,great big ,big full ,big front ,great big ,great big ,great big ,big green ,big green ,last big ,great big ,big green ,big blue ,big huge ,new big ,big green ,great big ,last big ,great big ,great big ,great big ,big white ,great big ,big cold ,big big ,great big ,great big ,great big ,great big ,great big ,big american ,big black ,big black ,big old ,great big ,big heavy ,big white ,big white ,great big ,big red ,big long ,big big ,great big ,big old ,big old ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big old ,big healthy ,great big ,great big ,big long ,big long ,great big ,big red ,new big ,nice big ,great big ,great big ,great big ,big heavy ,big bad ,great big ,second big ,big open ,big big ,huge big ,big big ,big big ,big back ,big new ,great big ,great big ,big open ,great big ,big third ,big thick ,great big ,big top ,big red ,big white ,big wooden ,big brown ,big bright ,nice big ,great big ,great big ,small big ,big heavy ,next big ,great big ,great big ,great big ,big heavy ,big wooden ,big big ,big wide ,great big ,great big ,big thick ,great big ,big happy ,nice big ,big fat ,great big ,big new ,big brown ,big back ,great big ,great big ,big heavy ,great big ,big red ,big thick ,great big ,nice big ,great big ,great big ,great big ,big yellow ,big old ,great big ,great big ,great big ,great big ,great big ,great big ,great big ,big wide ,big cold ,big cold ,big central ,great big ,great big ,nice big ,great big ,big long ,great big ,great big ,nice big ,great big ,beautiful big ,great big ,great big ,big black ,great big ,big black ,little big ,great big ,great big ,great big ,great big ,great big ,big brown ,great big ,nice big ,little big ,big big ,big big ,big old ,great big ,great big ,great big ,big white ,big old ,big happy ,huge big ,great big ,great big ,great big ,big huge ,big green ,big new ,shiny big ,big gigantic ,new big ,big fat ,great big ,big thick ,nice big ,great big ,great big ,great big ,big posh ,big fat ,great big ,great big ,big golden ,great big ,great big ,good big ,good big ,great big ,big new ,nice big ,great big ,big large ,big long ,big black ,big blue ,great big ,big black ,big white ,huge big ,good big ,big old ,nice big ,great big ,great big ,great big ,big open ,great big ,great big ,great big ,big thick ,big white ,big new ,great big ,great big ,big fat ,big old ,great big ,great big ,big posh ,big big ,great big ,great big ,great big ,nice big ,big purple ,great big ,great big ,nice big ,great big ,great big ,nice big ,great big ,good big ,great big ,great big ,big old ,big fat ,big red ,big wide ,great big ,great big ,great big ,great big ,great big ,big black ,nice big ,nice big ,great big ,great big ,nice big ,big fat ,big large ,big heavy ,big long ,nice big ,big big ,next big ,great big ,great big ,great big ,big heavy ,nice big ,nice big ,beautiful big ,great big ,big fat ,pretty big ,big golden ,big black ,big green ,big fat ,big long ,great big ,great big ,big dirty ,big long ,great big ,big huge ,great big ,great big ,nice big ,big fat ,first big ,third big ,great big ,great big ,big new ,great big ,great big ,great big ,next big ,great big ,great big ,great big ,second big ,great big ,great big ,great big ,great big ,big old ,big white ,first big ,last big ,first big ,big blue ,big old ,last big ,big bad ,next big ,big brown ,big new ,first big ,first big ,big new ,next big ,big old ,horrible big ,big bad ,big bad ,big old ,odd big ,odd big ,odd big ,great big ,big old ,big blue ,first big ,next big ,second big ,first big ,first big ,first big ,last big ,third big ,first big ,big new ,great big ,big old ,big brown ,big wooden ,big yellow ,nice big ,nice big ,nice big ,first big ,big wooden ,big brown ,big soft ,big soft ,big soft ,first big ,big bad ,new big ,great big ,last big ,last big ,big blue ,last big ,first big ,big new ,little big ,next big ,first big ,big brown ,big brown ,great big ,last big ,great big ,new big ,big red ,great big ,big brown ,big new ,great big ,first big ,big brown ,nice big ,nice big ,great big ,next big ,big old ,big old ,big red ,next big ,next big ,next big ,first big ,next big ,last big ,first big ,big new ,last big ,live big ,new big ,big green ,first big ,big good ,great big ,big wooden ,big wooden ,big yellow ,big bad ,new big ,great big ,big wooden ,first big ,first big ,big blue ,live big ,nice big ,first big ,big brown ,first big ,new big ,big old ,great big ,big bad ,first big ,first big ,big plastic ,nice big ,last big ,good big ,big blue ,old big ,mean big ,big brown ,next big ,first big ,first big ,first big ,next big ,first big ,big soft ,first big ,great big ,big wooden ,big yellow ,big yellow ,big green ,big bad ,big soft ,next big ,big bad ,great big ,big red ,big blue ,great big ,great big ,great big ,big old ,great big ,old big ,first big ,great big ,great big ,great big ,great big ,great big ,first big ,big bad ,","big long ,big large ,big large ,big large ,big old ,pretty big ,big loud ,great big ,great big ,great big ,big loud ,nice big ,great big ,great big ,nice big ,nice big ,big long ,big flat ,big long ,big flat ,big flat ,big white ,big green ,big happy ,big red ,big plastic ,great big ,big brown ,big brown ,big huge ,big strong ,big green ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big yellow ,big huge ,big huge ,big high ,big tall ,big brown ,great big ,big fluffy ,great big ,big yellow ,nice big ,big brown ,big bright ,big bright ,big fluffy ,nice big ,big high ,big red ,big orange ,big high ,big green ,big blue ,great big ,great big ,big fat ,great big ,big white ,huge big ,big yellow ,great big ,beautiful big ,big brown ,big white ,big white ,big white ,big high ,big fast ,big high ,beautiful big ,beautiful big ,big bad ,big round ,great big ,big bad ,great big ,great big ,great big ,great big ,big new ,big new ,great big ,big bad ,big bad ,mean big ,big tall ,big fun ,big fun ,big brown ,big loud ,big brown ,great big ,big brown ,big brown ,big brown ,great big ,great big ,big brown ,big brown ,great big ,big brown ,great big ,big brown ,great big ,big brown ,big brown ,big brown ,great big ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big brown ,big brown ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,big brown ,great big ,great big ,big beautiful ,great big ,big heavy ,big open ,little big ,awful big ,great big ,great big ,great big ,great big ,great big ,great big ,big fierce ,big old ,great big ,big round ,big round ,great big ,big red ,great big ,big red ,great big ,great big ,great big ,great big ,big long ,great big ,great big ,great big ,great big ,big red ,big red ,big red ,nice big ,big red ,pretty big ,pretty big ,big plastic ,big green ,nice big ,big fat ,big fat ,great big ,great big ,great big ,big long ,big long ,great big ,big red ,huge big ,great big ,great big ,big heavy ,pretty big ,pretty big ,pretty big ,big bad ,good big ,good big ,good big ,good big ,big huge ,good big ,good big ,big red ,big long ,big long ,big heavy ,big heavy ,fun big ,next big ,big back ,big new ,good big ,big red ,great big ,great big ,great big ,"
dutch,N/A,nationality,0.383333333333333,N/A,0.0,0.5,0.5,0.5,not in input,2,,"nice dutch ,"
fat,22,dimension,0.619375,input,0.00093247798825413925,0.16052642393359084,0.045902856574904873,0.044970378586650733,"[0.45652173913043476, 0.64194761496338326, 0.64438873127927687]",2,"big fat ,fat little ,big fat ,little fat ,big fat ,big fat ,low fat ,big fat ,big fat ,big fat ,fat old ,big fat ,fat ugly ,big fat ,big fat ,fat old ,fat old ,fat green ,fat old ,fat soft ,fat soft ,fat old ,","big fat ,big fat ,big fat ,"
dark,96,color,0.315,sub,-0.15267566756901024,0.069561058560952252,0.19142000486074312,0.34409567242975336,"[0.9639175257731959, 0.10720234525951096, 0.22080085282164036]",2,"dark green ,short dark ,small dark ,dark haired ,dark blue ,dark brown ,dark brown ,dark brown ,dark red ,dark cold ,great dark ,dark brown ,dark brown ,dark red ,dark green ,dark green ,dark brown ,dark brown ,dark yellow ,dark green ,dark green ,dark brown ,dark blue ,dark red ,dark brown ,dark brown ,dark blue ,dark brown ,dark red ,dark brown ,dark red ,dark brown ,dark soft ,dark red ,dark brown ,dark green ,dark blue ,dark green ,dark blue ,dark brown ,dark purple ,dark brown ,dark brown ,dark blue ,dark purple ,dark blue ,dark green ,dark brown ,dark blue ,dark brown ,dark green ,dark blue ,dark red ,dark red ,dark brown ,dark brown ,dark blue ,dark brown ,dark blue ,dark brown ,dark red ,dark red ,dark brown ,dark green ,dark green ,dark brown ,dark purple ,dark green ,dark purple ,dark green ,dark green ,dark purple ,dark blue ,dark brown ,dark red ,dark brown ,dark red ,dark brown ,dark brown ,dark green ,dark red ,dark blue ,dark brown ,dark green ,dark brown ,dark brown ,dark green ,dark blue ,dark blue ,dark blue ,dark blue ,dark brown ,dark brown ,dark red ,dark red ,dark short ,","dark brown ,little dark ,"
awful,35,value,0.641666666666667,input,0.36703634171786426,0.95652796153063313,0.68173612135303274,0.31469977963516849,"[0.9852941176470589, 0.88011367391448025, 0.68019298129667571]",2,"awful long ,awful long ,awful long ,awful dry ,awful last ,awful long ,awful grand ,awful grand ,awful awful ,awful large ,awful long ,awful long ,awful long ,awful long ,awful long ,awful little ,awful little ,awful quiet ,awful quiet ,awful long ,awful old ,awful long ,awful awful ,awful long ,awful long ,awful long ,awful long ,awful long ,awful old ,awful long ,awful long ,awful long ,awful brown ,","awful nice ,awful big ,awful pretty ,"
silver,1,color,0.251111111111111,lexical,0.026778077505099085,0.75,0.88788736101059285,0.86110928350549376,"[0.25, 0.1121126389894072, 0.13889071649450621]",2,"little silver ,","little silver ,"
cool,2,physical,0.678125,lexical,0.069148188155063531,0.00077160493827160424,0.074779300470730808,0.0056311123156672785,"[0.8333333333333334, 0.47706784233730343, 0.72606435480686982]",2,"cool wet ,cool green ,","nice cool ,pretty cool ,pretty cool ,pretty cool ,"
wooden,157,material,0.255454545454545,lexical,0.81399661939883494,0.84222977095930762,0.89332948398522016,0.079332864586385179,"[0.00949367088607595, 0.0062470611943306244, 0.13132263048297171]",2,"old wooden ,thick wooden ,old wooden ,long wooden ,old wooden ,old wooden ,little wooden ,big wooden ,big wooden ,wooden old ,old wooden ,proper wooden ,old wooden ,nice wooden ,old wooden ,mean wooden ,tiny wooden ,brown wooden ,small wooden ,smart wooden ,small wooden ,small wooden ,hard wooden ,short wooden ,hot wooden ,long wooden ,small wooden ,rotten wooden ,small wooden ,grand wooden ,black wooden ,green wooden ,long wooden ,large wooden ,little wooden ,long wooden ,thick wooden ,low wooden ,black wooden ,long wooden ,large wooden ,big wooden ,ancient wooden ,old wooden ,big wooden ,new wooden ,small wooden ,small wooden ,old wooden ,heavy wooden ,hard wooden ,large wooden ,thick wooden ,heavy wooden ,long wooden ,old wooden ,old wooden ,plain wooden ,rough wooden ,green wooden ,great wooden ,huge wooden ,small wooden ,old wooden ,short wooden ,long wooden ,little wooden ,little wooden ,light wooden ,bright wooden ,heavy wooden ,white wooden ,tall wooden ,long wooden ,huge wooden ,large wooden ,old wooden ,long wooden ,small wooden ,tall wooden ,tall wooden ,long wooden ,plain wooden ,old wooden ,tiny wooden ,black wooden ,long wooden ,small wooden ,tiny wooden ,large wooden ,small wooden ,large wooden ,huge wooden ,little wooden ,high wooden ,old wooden ,short wooden ,large wooden ,large wooden ,low wooden ,tiny wooden ,tiny wooden ,big wooden ,big wooden ,narrow wooden ,hollow wooden ,big wooden ,great wooden ,flat wooden ,flat wooden ,heavy wooden ,heavy wooden ,small wooden ,old wooden ,long wooden ,wide wooden ,small wooden ,large wooden ,central wooden ,large wooden ,tall wooden ,new wooden ,large wooden ,low wooden ,long wooden ,black wooden ,little wooden ,old wooden ,long wooden ,long wooden ,high wooden ,large wooden ,long wooden ,little wooden ,tiny wooden ,flat wooden ,new wooden ,short wooden ,little wooden ,small wooden ,small wooden ,small wooden ,little wooden ,black wooden ,narrow wooden ,little wooden ,big wooden ,small wooden ,flat wooden ,little wooden ,rough wooden ,hard wooden ,old wooden ,old wooden ,old wooden ,old wooden ,innocent wooden ,","little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,nice wooden ,little wooden ,little wooden ,little wooden ,little wooden ,huge wooden ,huge wooden ,huge wooden ,"
large,79,dimension,0.548181818181818,sub,-0.039928588125005791,0.00017797851562500021,0.045490372237799358,0.085418960362805149,"[0.94375, 0.64302333311174631, 0.55959582530080432]",2,"huge large ,large high ,large green ,large flat ,large open ,large new ,large long ,awful large ,large open ,large special ,large strong ,large strong ,big large ,large white ,large white ,big large ,large low ,large new ,large old ,large blue ,large red ,large red ,large new ,large old ,large wooden ,large brown ,large wooden ,large brown ,large brown ,large red ,large old ,large wooden ,large new ,large red ,large old ,large new ,large new ,large brown ,large new ,large brown ,large new ,large yellow ,large wooden ,large brown ,large new ,large new ,large brown ,large wooden ,large soft ,large old ,large wooden ,large red ,large brown ,large blue ,large wooden ,large new ,large wooden ,large brown ,large yellow ,large wooden ,large blue ,large wooden ,large plastic ,large smooth ,large brown ,large wooden ,large red ,large brown ,large wooden ,large red ,large yellow ,large square ,large new ,large new ,large brown ,large new ,large yellow ,large red ,large red ,","big large ,big large ,big large ,"
